id,location,latitude,longitude,postalCode,walkScore,propertyType,style,yearBuilt,bedrooms,bathrooms,parking,garage,lotDepth,lotFrontage,price
991,"848+Berry+Side+Road,Constance+Lake/rural+Kanata+Ottawa",45.4039475,-75.9690989,K0A 1T0,5,Lots/Acreage,,,,,,,0,60,"260,000"
992,"715+-+238+Besserer+Street,Sandy+Hill+Ottawa",45.4277362,-75.6856101,K1N 6B1,95,Residential,Apartment,2013,1,1,0,0,0,0,"379,900"
993,"103+-+959+North+River+Road,Ottawa+Ottawa",45.4274151,-75.6671006,K1K 3V3,68,Residential,Apartment,1985,2,2,1,1,0,0,"385,000"
994,"33+Wallford+Way,Skyline/fisher+Ottawa",45.3619375,-75.7277794,K2E 6B1,51,Residential,Detached,1961,3,3,6,1,30.48,22.86,"639,000"
995,"5455+Stonecrest+Road,Ottawa",45.5121308,-76.2018455,K0A 3M0,1,Lots/Acreage,,,,,,,0,0,"889,900"
996,"304+-+300+Lisgar+Street,Ottawa",45.4168492,-75.6965829,K2P 0E2,97,Residential,Apartment,2013,2,2,1,1,0,0,"435,000"
997,"1505+-+160+George+Street,Lowertown/byward+Market+Ottawa",45.4281886,-75.6885353,K1N 9M2,97,Residential,Apartment,1987,2,2,1,1,0,0,"750,000"
998,"1234+Morrison+Drive,Ottawa",45.3419674,-75.7966097,K2H 7L5,32,Residential,Detached,1969,4,2,5,1,30.48,15.24,"585,000"
999,"420+Sparks+Street,Centretown+Ottawa",45.4178081,-75.7085801,K1R 0B3,81,Residential,Row Unit,2015,2,4,2,2,0,0,"1,450,000"
1000,"22+Davidson+Drive,Rothwell+Heights+Ottawa",45.4495469,-75.6127186,K1J 6L8,30,Residential,Detached,1981,5,6,9,3,38.59,16.76,"1,950,000"
1001,"318+Mountbatten+Avenue,Alta+Vista+Ottawa",45.3920757,-75.6590478,K1H 5W3,16,Residential,Detached,2012,4,5,6,2,45.72,15.84,"1,598,000"
1002,"3310+Dunrobin+Road,Dunrobin+Ottawa",45.4427251,-76.0482961,K0A 1L0,1,Lots/Acreage,,,,,,,1127.76,1447.8,"2,500,000"
1003,"12+Cedar+Road,Rothwell+Heights+Ottawa",45.448462,-75.6085514,K1J 6L4,41,Lots/Acreage,,,,,,,64.31,67.36,"769,000"
1004,"504+O'connor+Street,The+Glebe+Ottawa",45.4077838,-75.6873413,K1S 3P7,85,Residential,Detached,,3,2,4,1,28.32,17.37,"1,495,000"
1005,"192+Cobourg+Street,Sandy+Hill+Ottawa",45.4312973,-75.6773216,K1N 8H6,86,Residential,Row Unit,1892,4,3,0,0,20.12,7.36,"849,900"
1006,"40+Rothwell+Drive,Rothwell+Heights+Ottawa",45.452799,-75.6098217,K1J 7G4,14,Residential,Detached,2015,6,5,4,2,116.11,30.8,"1,980,000"
1007,"9+Gwynne+Avenue,Civic+Hospital+Ottawa",45.3937694,-75.717688,K1Y 1X1,62,Lots/Acreage,,,,,,,17.79,7,"399,999"
1008,"7+Gwynne+Avenue,Ottawa",45.3937694,-75.717688,K1Y 1X1,64,Lots/Acreage,,,,,,,17.79,7,"399,999"
1009,"1385+Murphy+Sdrd,Kanata+Ottawa",45.3863155,-76.0063854,,1,,2-Storey,,3,3,,,,,"999,900"
1010,"6500+Mitch+Owens+Road,Greely+Ottawa",45.2655502,-75.6008592,K1G 3N4,1,Lots/Acreage,,,,,,,0,0,"1,100,000"
1011,"607/608+-+151+Bay+Street,Centre+Town+Ottawa",45.4177878,-75.7060547,K1R 7T2,84,Residential,Apartment,1978,3,3,2,2,0,0,"699,900"
1012,"11+Turtleback+Way,Sittsville+Ottawa",45.2509059,-75.9156991,K2S 1P6,21,Lots/Acreage,,,,,,,45.67,15.73,"197,000"
1013,"6+Crescent+Road,Rockcliffe+Park+Ottawa",45.4523469,-75.6765407,K1M 0N2,31,Residential,Detached,1953,4,6,4,2,55.78,33.53,"4,398,000"
1014,"PH1+-+200+Inlet+Private,Ottawa",45.4999212,-75.4790206,K4A 5H3,3,Residential,Apartment,2019,2,2,1,1,0,0,"799,900"
1015,"1002+-+179+Metcalfe+Street,Centretown+Ottawa",45.4189118,-75.693733,K2P 1P7,98,Residential,Apartment,2014,1,1,1,1,0,0,"529,900"
1016,"869+Aaron+Avenue,Glaber+Park+/+Mckellar+Park+Ottawa",45.3690691,-75.7666863,K2A 3P1,73,Residential,Detached,2019,3,5,6,2,19.2,19.51,"1,350,000"
1017,"2069+Palmer+Avenue,Alta+Vista+Ottawa",45.3912742,-75.6560275,K1H 5Z3,18,Multifamily,,1954,,,6,2,32.1,28.01,"1,399,000"
1018,"2069+Palmer+Avenue,Alta+Vista+Ottawa",45.3912742,-75.6560275,K1H 5Z3,18,Multifamily,,1954,,,6,2,32.1,28.01,"1,399,000"
1019,"5551+Manotick+Main+Street,Manotick+Ottawa",45.2247711,-75.6832499,K4M 1A6,57,Multifamily,,1935,,,10,0,31.71,30.63,"1,200,000"
1020,"8+Melville+Drive,Barrhaven+Ottawa",45.2743251,-75.764693,K2J 2E9,33,Residential,Detached,2020,5,4,2,1,36.58,8.87,"999,000"
1021,"297+Selby+Avenue,Ottawa+Ottawa",45.3991564,-75.756149,,�,,3-Storey,,5,6,,,,,
1022,"5551+Manotick+Main+Street,Manotick+Ottawa",45.2247711,-75.6832499,K4M 1A6,57,Multifamily,,1935,,,10,0,31.71,30.63,"1,200,000"
1023,"261+Atlantis+Avenue,Ottawa+Ottawa",45.3960808,-75.7583706,,61,,2-Storey,,3,4,,,,,"1,350,000"
1024,"31+Birch+Avenue,Rockcliffe+Ottawa",45.4530037,-75.6625867,K1K 3G5,25,Residential,Detached,1949,4,2,4,1,25.91,18.29,"839,900"
1025,"107+Winding+Way,Winding+Way+Ottawa",45.2859498,-75.6992707,K2C 3H1,10,Residential,Detached,2017,5,6,15,3,115.98,26.24,"2,489,000"
1026,"215+-+3684+Fallowfield+Road,Ottawa",45.2899902,-75.7519907,K2J 2J1,50,Residential,Apartment,2013,2,2,2,2,0,0,"349,900"
1027,"994+Colonel+By+Drive,Old+Ottawa+South+Ottawa",45.3937615,-75.6951045,K1S 5E1,48,Residential,Detached,1929,5,2,1,0,18.98,27.69,"1,048,000"
1028,"736+Principale+Street,Casselman+Ottawa",45.3137763,-75.0871957,K0A 1M0,32,Multifamily,,1940,,,5,1,45.72,15.24,"624,900"
1029,"7+Beckenham+Lane+Road,Rothwell+Heights+Ottawa",45.4466793,-75.6082075,K1J 6L4,35,Lots/Acreage,,,,,,,79.25,39.93,"695,000"
1030,"4+-+160+Fenerty+Court,Katimavik+Ottawa",45.3069963,-75.8984459,K2L 3A7,41,Residential,Stacked,1983,3,2,1,0,0,0,"214,900"
1031,"720+Echo+Drive,Ottawa",45.3962055,-75.6806088,K1S 1P3,76,Residential,Detached,1926,4,5,8,2,57.3,16.23,"2,975,000"
1032,"16+Melville+Drive,Barrhaven+Ottawa",45.2744311,-75.7650235,K2J 2E9,33,Lots/Acreage,,,,,,,36.58,8.87,"275,000"
1033,"14+Melville+Drive,Barrhaven+Ottawa",45.274402,-75.7649451,K2J 2E9,33,Lots/Acreage,,,,,,,36.58,8.87,"275,000"
1034,"12+Melville+Drive,Barrhaven+Ottawa",45.2743771,-75.7648641,K2J 2E9,33,Lots/Acreage,,,,,,,36.58,8.87,"275,000"
1035,"10+Melville+Drive,Barrhaven+Ottawa",45.2743521,-75.7647832,K2J 2E9,33,Lots/Acreage,,,,,,,36.58,8.87,"275,000"
1036,"8+Melville+Drive,Barrhaven+Ottawa",45.2743251,-75.764693,K2J 2E9,33,Residential,Detached,2020,5,4,2,1,36.58,8.87,"999,000"
1037,"8+Melville+Drive,Barrhaven+Ottawa",45.2743251,-75.764693,K2J 2E9,33,Lots/Acreage,,,,,,,36.58,44.35,"1,299,900"
1038,"1704+-+1035+Bank+Street,Ottawa",45.3750362,-75.6663258,K1S 5K3,71,Residential,Apartment,2015,2,3,2,2,0,0,"2,975,000"
1039,"2800+Old+Montreal+Road,Cumberland+Village+Ottawa",45.5177455,-75.3971962,K4C 1G3,6,Residential,Detached,1847,8,4,12,4,91.84,65.38,"1,295,000"
1040,"764+Everton+Way,Riverside+South+Ottawa",45.2727438,-75.692175,K1V 1Y7,32,Residential,Row Unit,2004,4,3,3,1,33,8.22,"530,000"
1041,"8+-+120+Fenerty+Court,Katimavik+Ottawa",45.3067747,-75.8983617,K2L 3A7,41,Residential,Stacked,1984,2,2,1,0,0,0,"215,000"
1042,"506/507+-+1451+Wellington+Street,Westboro+Ottawa",45.3977153,-75.741908,K1Y 2X4,84,Residential,Apartment,2022,2,2,0,0,0,0,"1,734,990"
1043,"2005+Lynda+Lane,Alta+Vista+Ottawa",45.3945414,-75.6476391,K1H 5P3,26,Lots/Acreage,,,,,,,35.54,23.87,"729,900"
1044,"2005+Lynda+Lane,Alta+Vista+Ottawa",45.3945414,-75.6476391,K1H 5P3,26,Lots/Acreage,,,,,,,35.54,23.87,"729,900"
1045,"98+St+Joseph+Boulevard,Terra+Nova+Estates+Ottawa",45.4878225,-75.492181,K4A 0Z6,10,Lots/Acreage,,,,,,,0,0,"60,000"
1046,"7+Allan+Place,The+Glebe+Ottawa",45.4073497,-75.688574,K1S 3S9,87,Residential,Detached,2020,4,4,3,2,25.91,10.06,"2,795,000"
1047,"407+-+500+Laurier+Avenue,Centretown+Ottawa",45.4174285,-75.7025666,K1R 5E1,89,Residential,Apartment,1977,2,2,1,1,0,0,"359,900"
1048,"0+Panmure+Road,West+Carleton+Ottawa",45.3179067,-76.1867313,K0A 2H0,1,Lots/Acreage,,,,,,,263.96,134.72,"350,000"
1049,"2903+-+1480+Riverside+Drive,Riverview+Park+Ottawa",45.4105887,-75.6609324,K1G 5H2,34,Residential,Apartment,1991,2,2,1,1,0,0,"519,900"
1050,"225+Glynn+Avenue,Overbrook+Ottawa",45.4263063,-75.6573967,K1K 1S2,58,Lots/Acreage,,,,,,,31.7,15.24,"700,000"
1051,"105+-+1035+Bank+Street,Glebe+Ottawa",45.4199399,-75.7000786,K1S 3W9,86,Residential,Apartment,2015,2,3,2,2,0,0,"1,500,000"
1052,"99+Norice+Street,Ottawa+Ottawa",45.3440194,-75.7443134,,40,,Bungalow,,4,2,,,,,"725,900"
1053,"401+-+14+Norice+Street,Crestview+Ottawa",45.3476967,-75.7330623,K2G 2X4,74,Residential,Apartment,2010,2,2,1,1,0,0,"375,000"
1054,"590+Kirkwood+Avenue,Ottawa",45.3879629,-75.7427064,K1Z 5X4,73,Lots/Acreage,,,,,,,39.62,37.19,"2,400,000"
1055,"0+Thunder+Con+9+Road,Carlsbad+Springs+Ottawa",45.3349831,-75.4915613,K0A 1K0,1,Lots/Acreage,,,,,,,0,0,"1,600,000"
1056,"1102+-+234+Rideau+Street,Sandy+Hill+Ottawa",45.4276049,-75.6876874,K1N 0A9,97,Residential,Apartment,2011,1,1,1,1,0,0,"449,900"
1057,"1+Pineglen+Crescent,Pineglen+Ottawa",45.3256214,-75.7123456,K2E 6X6,28,Residential,Detached,1960,4,2,6,0,30.48,30.48,"614,900"
1058,"302+-+203+Catherine+Street,Ottawa+Ottawa",45.4079366,-75.6958592,,91,,Loft,,1,1,,,,,"449,900"
1059,"2+-+509+King+Edward+Avenue,Sandy+Hill+Ottawa",45.4261259,-75.6832747,K1N 7N3,89,Residential,Row Unit,1874,3,3,1,1,0,0,"509,000"
1060,"201+Crichton+Street,New+Edinburgh+Ottawa",45.4396399,-75.6836818,K1M 1W1,67,Residential,Detached,,4,2,3,0,41.76,10.97,"899,000"
1061,"PH401+-+92+Stonehurst+Avenue,Mechanicsville+Ottawa",45.4069189,-75.7285943,K1Y 1R5,74,Residential,Apartment,2021,2,3,1,0,0,0,"1,160,000"
1062,"302+-+203+Catherine+Street,Ottawa+Ottawa",45.4079366,-75.6958592,,91,,Loft,,1,1,,,,,"449,900"
1063,"2605+-+179+Metcalfe+Street,Centre+Town+Ottawa",45.4189118,-75.693733,K2P 1P7,97,Residential,Apartment,2014,1,1,1,1,0,0,"475,000"
1064,"7308+Stone+School+Road,Greely+Ottawa",45.2256966,-75.5392547,K4P 1M3,1,Lots/Acreage,,,,,,,0,0,"788,000"
1065,"1508+-+111+Champagne+Avenue,Little+Italy+Ottawa",45.3986044,-75.7111356,K1S 5V3,79,Residential,Apartment,2015,1,1,0,0,0,0,"359,900"
1066,"608+Byron+Avenue,Highland+Park/+Westboro+Ottawa",45.3889895,-75.7584632,K2A 0E5,71,Residential,Detached,2015,4,4,4,2,32,15.24,"2,495,000"
1067,"405+-+135+Barrette+Street,Vanier+Ottawa",45.4411664,-75.6727691,K1L 7Z9,80,Residential,Apartment,2020,2,2,1,1,0,0,"1,044,900"
1068,"609+Donald+Street,Overbrook/+Castle+Heights+Ottawa",45.4291596,-75.640413,K1K 1L3,82,Multifamily,,1960,,,4,,28.71,14.48,"899,000"
1069,"207+Carillon+Street,Vanier+Ottawa",45.4375284,-75.6642796,K1L 5X7,76,Multifamily,,1940,,,7,,28.96,9.75,"774,900"
1070,"887+Potvin+Avenue,Cumberland+Ottawa",45.4818512,-75.5494767,,�,,2-Storey,,3,4,,,,,
1071,"307+-+200+Inlet+Private,Ottawa",45.4999212,-75.4790206,K4A 5H3,3,Residential,Apartment,2019,1,1,1,1,0,0,"369,900"
1072,"1605+-+111+Champagne+Avenue,Little+Italy+Ottawa",45.3986044,-75.7111356,K1S 2E8,79,Residential,Apartment,2015,2,2,2,2,0,0,"523,000"
1073,"TH3+-+135+Barrette+Street,Vanier+Ottawa",45.4411664,-75.6727691,K1L 7Z9,80,Residential,Apartment,2020,3,3,1,1,0,0,"994,900"
1074,"1701+-+101+Queen+Street,Centre+Town+Ottawa",45.422079,-75.6975999,K1P 0B7,95,Residential,Apartment,2020,2,3,1,1,0,0,"3,888,000"
1075,"2+-+140+Springhurst+Avenue,Old+Ottawa+East+Ottawa",45.411717,-75.6743933,K1S 0E5,56,Residential,Stacked,2018,2,3,1,0,0,0,"759,900"
1076,"15+Linden+Terrace,The+Glebe+Ottawa",45.4080948,-75.6842601,K1S 1Z1,78,Residential,Detached,1913,5,3,4,1,32,15.24,"2,600,000"
1077,"6351+Rideau+Valley+Drive,Manotick+Ottawa",45.1744048,-75.6393481,K4M 1B3,1,Residential,Detached,2012,4,6,10,3,122.68,254.57,"3,850,000"
1078,"297+Selby+Avenue,Ottawa+Ottawa",45.3991564,-75.756149,,�,,3-Storey,,5,6,,,,,
1079,"187+Percy+Street,Center+Town+Ottawa",45.409289,-75.7011958,K1R 6E6,85,Multifamily,,1920,,,2,,25.63,10.06,"869,900"
1080,"1416+Squire+Drive,Manotick-rideau+Forest+Ottawa",45.22646,-75.6425548,K4M 1B8,1,Residential,Detached,1990,7,5,10,3,0,178.66,"1,349,900"
1081,"201+-+154+Nelson+Street,Lower+Town+Ottawa",45.4295155,-75.6837069,K1N 7R5,95,Residential,Apartment,1985,2,2,0,0,0,0,"292,400"
1082,"106+Harmer+Avenue,Island+Park+Ottawa",45.3946725,-75.7315288,K1Y 0V1,70,Residential,Detached,1940,5,3,7,2,30.48,15.24,"1,198,000"
1083,"106+Harmer+Avenue,Island+Park+Ottawa",45.3946725,-75.7315288,K1Y 0V1,70,Residential,Detached,1940,5,3,7,2,30.48,15.24,"1,198,000"
1084,"1487+Caton+Street,Faircrest+Heights+Alta+Vista+Ottawa",45.3877742,-75.660343,K1H 6J3,38,Lots/Acreage,,,,,,,36.15,12.98,"595,000"
1085,"543+Gladstone+Avenue,Centre+Town+Ottawa",45.4100273,-75.6992785,K1R 5N9,85,Residential,Detached,1900,3,2,3,0,30.94,7.62,"610,000"
1086,"2801+-+242+Rideau+Street,Sandy+Hill+Ottawa",45.4278254,-75.6871333,K1N 0B7,96,Residential,Apartment,2014,2,2,2,2,0,0,"1,060,000"
1087,"8525+Flewellyn+Road,Ashton+Ottawa",45.1754488,-76.0168137,K0A 1B0,1,Farm,Detached,2018,2,3,20,2,0,0,"1,659,000"
1088,"8525+Flewellyn+Road,Ashton+Ottawa",45.1754488,-76.0168137,K0A 1B0,1,Farm,Detached,2018,2,3,20,2,0,0,"1,659,000"
1089,"649+Blair+Road,Rothwell+Heights+Ottawa",45.4499898,-75.6164651,K1J 7M4,28,Residential,Detached,1945,5,4,10,2,51.58,36.57,"1,300,000"
1090,"39+Davidson+Drive,Rothwell+Heights+Ottawa",45.4500693,-75.6102298,K1J 6L7,30,Residential,Detached,1950,4,3,7,2,121.1,28.22,"1,795,000"
1091,"403+-+300+Lisgar+Street,Ottawa",45.4158447,-75.7000762,K2P 0E2,97,Residential,Apartment,2013,2,2,1,1,0,0,"468,000"
1092,"322+Kenwood+Avenue,Westboro-hampton+Park+Ottawa",45.3891201,-75.751264,K1Z 8N2,74,Residential,Detached,2020,4,4,4,2,22.39,15,"2,239,000"
1093,"499+Churchill+Avenue,Westboro-hampton+Park+Ottawa",45.3887902,-75.7514258,K1Z 8N2,74,Residential,Semi Detached,2020,3,4,2,1,22.61,9.15,"1,329,000"
1094,"1367+Terrace+Ridge+Drive,Terrace+Ridge+Ottawa",45.3443433,-75.9927434,K0A 1L0,1,Residential,Detached,2008,4,5,10,3,189.04,60.09,"2,495,000"
1095,"403+-+118+Holmwood+Avenue,Glebe+Ottawa",45.3997497,-75.6860095,K1S 5J5,73,Residential,Apartment,2014,2,2,1,1,0,0,"949,000"
1096,"508+-+456+King+Edward+Avenue,Sandy+Hill+Ottawa",45.4259798,-75.6837471,K1N 7M9,95,Residential,Apartment,2014,1,2,0,0,0,0,"379,900"
1097,"470+Highcroft+Avenue,Westboro-hampton+Park+Ottawa",45.3898572,-75.7515909,K1Z 5J2,77,Residential,Semi Detached,2020,3,4,3,1,30.48,7.62,"1,298,000"
1098,"406+-+250+Lett+Street,Lebreton+Flats+Ottawa",45.4165077,-75.7123896,K1R 0A8,67,Residential,Apartment,2014,2,2,0,0,0,0,"485,000"
1099,"3029+Trans+Canada+Highway+Highway,Cumberland+West+Ottawa",46.1792937,-74.727161,K4C 1H9,7,Commercial,,2020,,,0,,545.59,411.48,"799,000"
1100,"978+Hooper+Street,Carlington+Ottawa",45.380481,-75.729892,K1Z 6K2,55,Residential,Row Unit,2013,3,4,2,1,15.24,9.36,"649,900"
1101,"190+Lansdowne+Road,Rockcliffe+Park+Ottawa",45.4496212,-75.6695921,K1M 0N4,34,Residential,Detached,1940,5,6,8,2,58.37,60.96,"1,750,000"
1102,"147+Winding+Way,Rideau+Glen+Ottawa",45.2844986,-75.6998077,K2C 3H1,9,Residential,Detached,2010,6,6,8,4,105.08,22.98,"3,750,000"
1103,"301+-+29+Main+Street,Old+Ottawa+East+Ottawa",45.4063993,-75.6764264,K1S 1B1,70,Residential,Apartment,2002,2,2,1,1,0,0,"549,900"
1104,"12+Craigmohr+Court,Craig+Henry+Ottawa",45.332468,-75.7638949,K2G 5P3,24,Lots/Acreage,,,,,,,33.7,18.42,"695,000"
1105,"6344+Radisson+Way,Gloucester+Ottawa",45.4811459,-75.5509995,,14,,1 1/2 Storey,,3,3,,,,,"799,000"
1106,"A+-+861+Connaught+Avenue,Queensway+Terrace+North+Ottawa",45.3614639,-75.7840091,K2B 5M5,68,Residential,Semi Detached,2020,4,4,3,1,30.48,7.62,"975,000"
1107,"301+-+1025+Richmond+Road,Woodroofe+Ottawa",45.3930001,-75.7522286,K2B 8G8,45,Residential,Apartment,1976,3,2,1,1,0,0,"435,000"
1108,"2402+-+160+George+Street,Byward+Market+Ottawa",45.4283687,-75.6888678,K1N 9M2,97,Residential,Apartment,1986,2,3,2,1,0,0,"950,000"
1109,"1620+Ortona+Avenue,Carleton+Heights+Ottawa",45.3599724,-75.7078616,K2C 1W5,37,,,,,,,,69.6,,"999,000"
1110,"341+-+340+Mcleod+Street,Centre+Town+Ottawa",45.4119734,-75.6924872,K2P 1A4,94,Residential,Apartment,2015,0,1,0,0,0,0,"308,000"
1111,"1404+-+111+Champagne+Avenue,West+Centre+Town+Ottawa",45.3986044,-75.7111356,K1S 5V3,79,Residential,Apartment,2015,1,1,1,1,0,0,"369,777"
1112,"2355+Marshwood+Road,Ottawa",45.3170095,-76.1408783,K0A 1L0,1,Lots/Acreage,,,,,,,638.86,470.92,"365,000"
1113,"80+Mackinnon+Road,Rockcliffe+Park+Ottawa",45.4513673,-75.6843006,K1M 0G3,15,Residential,Detached,2008,4,4,8,3,35.09,33.54,"4,875,000"
1114,"6770+Barsona+Place,Orleans/sunridge+Ottawa",45.4692361,-75.518202,K1C 1J3,41,,Detached,1988,4,4,8,4,43.35,,"1,050,000"
1115,"201+Winding+Way,Winding+Way+Ottawa",45.2819797,-75.7012757,K2C 3H1,12,Residential,Detached,1990,6,6,10,5,112.07,39.59,"2,999,999"
1116,"281+Grandview+Road,Crystal+Bay+Ottawa",45.3641864,-75.8657623,K2H 8B9,3,Residential,Detached,1981,5,5,10,3,105.17,97.77,"2,990,000"
1117,"8165+Franktown+Road,Richmond+Village+Ottawa",45.1329119,-75.9370846,K0A 2Z0,1,Lots/Acreage,,,,,,,113.08,73.5,"249,900"
1118,"115+Tower+Road,St.+Claire+Gardens+Ottawa",45.3520712,-75.7485371,K2G 2G1,40,Residential,Detached,2020,4,5,4,2,27.44,15.24,"1,325,000"
1119,"8+Stephanie+Avenue,Rideau+Heights+Ottawa",45.3433085,-75.6984264,K2E 7A9,9,Residential,Detached,2004,5,5,6,3,38.1,27.06,"1,499,000"
1120,"0+Greenland+Road,Dunrobin+Shores+Ottawa",45.4615217,-76.0224845,K0A 1T0,1,Lots/Acreage,,,,,,,638.86,76.08,"285,000"
1121,"1302+-+3590+Rivergate+Way,Quinterra+Ottawa",45.345213,-75.6943085,K1V 1V6,20,Residential,Apartment,2003,2,3,1,1,0,0,"749,900"
1122,"2403+-+160+George+Street,Byward+Market+Ottawa",45.4281886,-75.6885353,K1N 9M2,97,Residential,Apartment,1987,1,2,2,2,0,0,"949,900"
1123,"0000+Galetta+Side+Road,Fitzroy+Ottawa",45.4462583,-76.2198501,K0A 1X0,1,Lots/Acreage,,,,,,,202.73,158.38,"47,000"
1124,"246+Westhaven+Crescent,Westboro+Ottawa",45.3882442,-75.7444044,K1Z 7G3,61,Commercial,,2016,,,6,,60.35,9.09,"2,788,000"
1125,"304+-+2951+Riverside+Drive,Ottawa+Ottawa",45.3890816,-75.6769658,,�,,Apartment,,1,1,,,,,
1126,"965+River+Road,Manotick+Ottawa",45.236444,-75.6823605,K4M 1B2,31,Residential,Detached,1985,3,3,20,2,261.41,76.72,"1,625,000"
1127,"681+Edison+Avenue,Westboro+Ottawa",45.3826047,-75.7488875,K2A 1W2,67,Commercial,,2021,,,,,0,0,"4,190,000"
1128,"681+Edison+Avenue,Westboro+Ottawa",45.3826047,-75.7488875,K2A 1W2,67,Commercial,,2021,,,,,0,0,"4,190,000"
1129,"1103+Black+Canary+Drive,Manotick+Ridge+Estates+Ottawa",45.2434162,-75.6814184,K4M 0A1,4,Residential,Detached,2008,6,4,10,2,97,82.5,"1,588,000"
1130,"149+Buena+Vista+Road,Rockcliffe+Park+Ottawa",45.4510829,-75.6826429,K1M 0V6,19,Residential,Detached,1911,6,6,8,2,45.72,25.91,"2,580,000"
1131,"33+Tierney+Drive,Longfields+Ottawa",45.2776399,-75.7217275,K2J 4T3,53,Residential,Detached,2000,4,3,4,2,26.5,13.45,"699,900"
1132,"207+-+158+Mcarthur+Avenue,Vanier+Ottawa",45.4315114,-75.6611964,K1L 8C9,75,Residential,Apartment,1971,3,1,1,1,0,0,"275,000"
1133,"447+Catherine+Street,Centre+Town+Ottawa",45.4061208,-75.7006251,K1R 5T7,78,Lots/Acreage,,,,,,,30.18,20.12,"1,299,000"
1134,"1408+-+238+Besserer+Street,Sandy+Hill+Ottawa",45.4277362,-75.6856101,K1N 6B1,97,Residential,Apartment,2013,2,2,1,1,0,0,"545,000"
1135,"835+Montreal+Road,Viscount+Alexander+Park+Ottawa",45.4460854,-75.6328493,K1K 0S9,63,Commercial,,1953,,,,,33.53,16.76,"775,000"
1136,"447+Catherine+Street,Centre+Town+Ottawa",45.4061208,-75.7006251,K1R 5T7,78,Lots/Acreage,,,,,,,30.18,20.12,"1,299,000"
1137,"493+Shoreway+Drive,Ottawa+Ottawa",45.2504854,-75.5526333,K4P 0G3,1,Lots/Acreage,,,,,,,72.5,27.59,"289,000"
1138,"308+-+238+Besserer+Street,Ottawa",45.4288758,-75.6831332,K1N 6B1,95,Residential,Apartment,2012,1,1,0,0,0,0,"439,000"
1139,"85+Bradford+Street,Britannia+Ottawa",45.3706498,-75.8006884,K2B 5Y7,13,Residential,Semi Detached,1967,6,4,3,0,30.18,20.12,"998,000"
1140,"2003+-+1035+Bank+Street,Glebe+Ottawa",45.397546,-75.6846857,K1S 5K3,73,Residential,Apartment,2015,2,3,2,2,0,0,"1,900,000"
1141,"4300+Woodkilton+Road,Woodlawn+Ottawa",45.4753021,-76.1152316,K0A 3M0,1,Lots/Acreage,,,,,,,42.35,40.75,"59,900"
1142,"26+Snowberry+Way,Ottawa+Ottawa",45.2525248,-75.9195504,,23,,2-Storey,,5,4,,,,,"1,199,500"
1143,"7+Kemp+Drive,Kemp+Park+Ottawa",45.3369457,-75.6057892,K1T 3W9,8,Residential,Detached,1960,3,2,6,2,46.94,45.72,"785,000"
1144,"Lot+28+Russland+Road,Vars+Ottawa",45.3450589,-75.3065536,K0A 3H0,1,Lots/Acreage,,,,,,,0,0,"675,000"
1145,"2710+March+Road,Carp+Ottawa",45.316,-76.050827,K0A 1L0,1,,,,,,,,0,,"810,000"
1146,"2710+March+Road,Carp+Ottawa",45.316,-76.050827,K0A 1L0,1,,,,,,,,0,,"810,000"
1147,"7+Kemp+Drive,Kemp+Park+Ottawa",45.3369457,-75.6057892,K1T 3W9,8,Residential,Detached,1960,3,2,6,2,46.94,45.72,"785,000"
1148,"377+Edwards+Street,Rockland+Ottawa",45.5507716,-75.2948455,K4K 0C4,44,,,,,,,,0,,"1,850,000"
1149,"377+Edwards+Street,Rockland+Ottawa",45.5507716,-75.2948455,K4K 0C4,44,,,,,,,,0,,"1,850,000"
1150,"3+-+65+Whitemarl+Drive,Rockcliffe+Park+Ottawa",45.450824,-75.665381,K1L 8J9,27,Residential,Row Unit,1985,3,3,2,2,0,0,"1,198,000"
1151,"347+Madison+Avenue,Westboro+Ottawa",45.3927231,-75.7551151,K2A 0B6,83,Residential,Detached,2012,4,4,2,1,30.18,8.77,"1,249,900"
1152,"303+-+174+Stanley+Avenue,New+Edinburgh+Ottawa",45.4399226,-75.6869273,K1M 1P1,52,Residential,Apartment,1936,3,3,2,0,0,0,"779,000"
1153,"2287+St+Laurent+Boulevard,Business+Park+Ottawa",45.385941,-75.616145,K1G 4Z5,50,Commercial,,,,,,,0,0,"2,900,000"
1154,"471+Broadview+Avenue,Westboro+Ottawa",45.3873014,-75.7599211,K2A 2L2,66,Residential,Detached,2016,5,4,6,2,30.12,18.29,"2,400,000"
1155,"863+Tewin+Circle,Cardinal+Creek+Village+Ottawa",45.4995363,-75.4659082,K4A 1K1,1,Residential,Detached,2020,2,2,4,2,31.44,15.07,"713,963"
1156,"1595+Old+Carp+Road,Rural+Kanata+Ottawa",45.3452474,-75.9691718,K2K 1X7,1,Lots/Acreage,,,,,,,318.2,226.76,"389,800"
1157,"2079+Artistic+Place,South+Keys+Ottawa",45.3618346,-75.6565717,K1V 8A8,37,Commercial,,,,,,,0,0,"2,800,000"
1158,"PL44C7+Belmeade+Road,Vernon+Ottawa",45.1174959,-75.5176266,K0C 2K0,1,Lots/Acreage,,,,,,,0,0,"600,000"
1159,"2504+-+160+George+Street,Byward+Market+Ottawa",45.4283687,-75.6888678,K1N 9M2,95,Residential,Apartment,1988,2,2,1,1,0,0,"1,199,000"
